"REF_DATE","GEO","DGUID","School type","Program type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014/2015","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","119382","","","","0"
"2015/2016","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","118152","","","","0"
"2016/2017","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","118566","","","","0"
"2017/2018","Nova Scotia","2016A000212","Public schools","Regular programs for youth","Number","223","units","0","v1001753187","4.2.2","118962","","","","0"
"2002/2003","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","0","","","","0"
"2003/2004","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","0","","","","0"
"2004/2005","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","0","","","","0"
"2005/2006","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","0","","","","0"
"2006/2007","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","0","","","","0"
"2007/2008","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2008/2009","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2009/2010","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2010/2011","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2011/2012","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2012/2013","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2013/2014","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2015/2016","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2017/2018","Nova Scotia","2016A000212","Public schools","General programs for adults","Number","223","units","0","v1077009314","4.2.3","","..","","","0"
"2002/2003","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","288","","","","0"
"2003/2004","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","309","","","","0"
"2004/2005","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","351","","","","0"
"2005/2006","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","339","","","","0"
"2006/2007","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","366","","","","0"
"2007/2008","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","339","","","","0"
"2008/2009","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","309","","","","0"
"2009/2010","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","315","","","","0"
"2010/2011","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","","..","","","0"
"2011/2012","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","","..","","","0"
"2012/2013","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","","..","","","0"
"2013/2014","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","","..","","","0"
"2015/2016","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","","..","","","0"
"2017/2018","Nova Scotia","2016A000212","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009315","4.2.4","","..","","","0"
"2006/2007","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3399","","","","0"
"2007/2008","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3441","","","","0"
"2008/2009","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3309","","","","0"
"2009/2010","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3264","","","","0"
"2010/2011","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3420","","","","0"
"2011/2012","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3426","","","","0"
"2012/2013","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3444","","","","0"
"2013/2014","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3489","","","","0"
"2014/2015","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3636","","","","0"
"2015/2016","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3669","","","","0"
"2016/2017","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3603","","","","0"
"2017/2018","Nova Scotia","2016A000212","Private/independent schools","Total, program type","Number","223","units","0","v1001753188","4.3.1","3975","","","","0"
"2006/2007","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3399","","","","0"
"2007/2008","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3441","","","","0"
"2008/2009","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3309","","","","0"
"2009/2010","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3264","","","","0"
"2010/2011","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3420","","","","0"
"2011/2012","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3426","","","","0"
"2012/2013","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3444","","","","0"
"2013/2014","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3489","","","","0"
"2014/2015","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3636","","","","0"
"2015/2016","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3669","","","","0"
"2016/2017","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3603","","","","0"
"2017/2018","Nova Scotia","2016A000212","Private/independent schools","Regular programs for youth","Number","223","units","0","v1001753189","4.3.2","3975","","","","0"
"2006/2007","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","0","","","","0"
"2007/2008","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2008/2009","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2009/2010","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2010/2011","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2011/2012","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2012/2013","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2013/2014","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2015/2016","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2017/2018","Nova Scotia","2016A000212","Private/independent schools","General programs for adults","Number","223","units","0","v1077009316","4.3.3","","..","","","0"
"2006/2007","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","0","","","","0"
"2007/2008","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2008/2009","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2009/2010","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2010/2011","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2011/2012","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2012/2013","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2013/2014","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2015/2016","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2017/2018","Nova Scotia","2016A000212","Private/independent schools","Vocational programs for youth and adults","Number","223","units","0","v1077009317","4.3.4","","..","","","0"
"2006/2007","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","663","","","","0"
"2007/2008","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","681","","","","0"
"2008/2009","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","708","","","","0"
"2009/2010","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","732","","","","0"
"2010/2011","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","873","","","","0"
"2011/2012","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","807","","","","0"
"2012/2013","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","894","","","","0"
"2013/2014","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","948","","","","0"
"2014/2015","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","981","","","","0"
"2015/2016","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","981","","","","0"
"2016/2017","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","948","","","","0"
"2017/2018","Nova Scotia","2016A000212","Home-schooling","Total, program type","Number","223","units","0","v1001753190","4.4.1","1053","","","","0"
"2006/2007","Nova Scotia","2016A000212","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753191","4.4.2","663","","","","0"
"2007/2008","Nova Scotia","2016A000212","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753191","4.4.2","684","","","","0"
"2008/2009","Nova Scotia","2016A000212","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753191","4.4.2","705","","","","0"
"2009/2010","Nova Scotia","2016A000212","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753191","4.4.2","732","","","","0"
"2010/2011","Nova Scotia","2016A000212","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753191","4.4.2","873","","","","0"
"2011/2012","Nova Scotia","2016A000212","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753191","4.4.2","807","","","","0"
"2012/2013","Nova Scotia","2016A000212","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753191","4.4.2","894","","","","0"
"2013/2014","Nova Scotia","2016A000212","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753191","4.4.2","948","","","","0"
"2014/2015","Nova Scotia","2016A000212","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753191","4.4.2","981","","","","0"
"2015/2016","Nova Scotia","2016A000212","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753191","4.4.2","978","","","","0"
