"REF_DATE","GEO","DGUID","School type","Program type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011/2012","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","1812","","","","0"
"2012/2013","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","2385","","","","0"
"2013/2014","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","2811","","","","0"
"2014/2015","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","2964","","","","0"
"2015/2016","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","3276","","","","0"
"2016/2017","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","3393","","","","0"
"2017/2018","Manitoba","2016A000246","Home-schooling","Regular programs for youth","Number","223","units","0","v1001753229","8.4.2","3639","","","","0"
"2006/2007","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","0","","","","0"
"2007/2008","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","0","","","","0"
"2008/2009","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","0","","","","0"
"2009/2010","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","0","","","","0"
"2010/2011","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","","..","","","0"
"2011/2012","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","","..","","","0"
"2012/2013","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","","..","","","0"
"2013/2014","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","","..","","","0"
"2014/2015","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","","..","","","0"
"2015/2016","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","","..","","","0"
"2016/2017","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","","..","","","0"
"2017/2018","Manitoba","2016A000246","Home-schooling","General programs for adults","Number","223","units","0","v1077009344","8.4.3","","..","","","0"
"2006/2007","Manitoba","2016A000246","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009345","8.4.4","0","","","","0"
"2007/2008","Manitoba","2016A000246","Home-schooling","Vocational programs for youth and adults","Number","223","units","0","v1077009345","8.4.4","0","","","","0"
